Temperature	Pressure	Property	Source	Model
202.679412	510.806383	     Ktmax	     TSEOS	 TIP4P2005
202.402386	512.455446	     Ktmax	     TSEOS	 TIP4P2005
202.125059	514.106212	     Ktmax	     TSEOS	 TIP4P2005
201.847430	515.758691	     Ktmax	     TSEOS	 TIP4P2005
201.569489	517.412906	     Ktmax	     TSEOS	 TIP4P2005
201.291229	519.068876	     Ktmax	     TSEOS	 TIP4P2005
201.012645	520.726622	     Ktmax	     TSEOS	 TIP4P2005
200.733728	522.386162	     Ktmax	     TSEOS	 TIP4P2005
200.454471	524.047520	     Ktmax	     TSEOS	 TIP4P2005
200.174867	525.710714	     Ktmax	     TSEOS	 TIP4P2005
199.894910	527.375765	     Ktmax	     TSEOS	 TIP4P2005
199.614589	529.042702	     Ktmax	     TSEOS	 TIP4P2005
199.333897	530.711545	     Ktmax	     TSEOS	 TIP4P2005
199.052827	532.382314	     Ktmax	     TSEOS	 TIP4P2005
198.771373	534.055030	     Ktmax	     TSEOS	 TIP4P2005
198.489521	535.729729	     Ktmax	     TSEOS	 TIP4P2005
198.207268	537.406422	     Ktmax	     TSEOS	 TIP4P2005
197.924600	539.085147	     Ktmax	     TSEOS	 TIP4P2005
197.641512	540.765922	     Ktmax	     TSEOS	 TIP4P2005
197.357994	542.448777	     Ktmax	     TSEOS	 TIP4P2005
197.074037	544.133737	     Ktmax	     TSEOS	 TIP4P2005
196.789630	545.820831	     Ktmax	     TSEOS	 TIP4P2005
196.504763	547.510092	     Ktmax	     TSEOS	 TIP4P2005
196.219427	549.201544	     Ktmax	     TSEOS	 TIP4P2005
195.933612	550.895220	     Ktmax	     TSEOS	 TIP4P2005
195.647306	552.591150	     Ktmax	     TSEOS	 TIP4P2005
195.360499	554.289368	     Ktmax	     TSEOS	 TIP4P2005
195.073179	555.989905	     Ktmax	     TSEOS	 TIP4P2005
194.785337	557.692793	     Ktmax	     TSEOS	 TIP4P2005
194.496956	559.398075	     Ktmax	     TSEOS	 TIP4P2005
194.208029	561.105778	     Ktmax	     TSEOS	 TIP4P2005
193.918542	562.815941	     Ktmax	     TSEOS	 TIP4P2005
193.628481	564.528604	     Ktmax	     TSEOS	 TIP4P2005
