Temperature	Pressure	Property	Source Model
-8.450622	136.510006	     Cpmax	     Poole ST2
-7.524470	146.200793	     Cpmax	     Poole ST2
-7.051349	155.285405	     Cpmax	     Poole ST2
-6.370216	165.442175	     Cpmax	     Poole ST2
-5.897075	174.569564	     Cpmax	     Poole ST2
-5.460942	185.219197	     Cpmax	     Poole ST2
-4.779795	195.445328	     Cpmax	     Poole ST2
-4.136633	207.207668	     Cpmax	     Poole ST2
-3.455492	217.481734	     Cpmax	     Poole ST2
-3.020339	228.253439	     Cpmax	     Poole ST2
-2.584206	239.056491	     Cpmax	     Poole ST2
-2.148054	249.893001	     Cpmax	     Poole ST2
-1.712921	260.764789	     Cpmax	     Poole ST2
-1.276768	271.668042	     Cpmax	     Poole ST2
-0.840635	282.604553	     Cpmax	     Poole ST2
-0.650483	294.092515	     Cpmax	     Poole ST2
-0.459350	305.626402	     Cpmax	     Poole ST2
-0.269197	317.210665	     Cpmax	     Poole ST2
-0.115033	330.432649	     Cpmax	     Poole ST2
0.000202	345.327344	     Cpmax	     Poole ST2
0.228245	355.466905	     Cpmax	     Poole ST2
-50.703062	110.297758	     Cpmax	     Poole ST2
-48.081882	107.326055	     Cpmax	     Poole ST2
-45.215898	103.917688	     Cpmax	     Poole ST2
-42.801807	100.123433	     Cpmax	     Poole ST2
-40.841807	95.910190	     Cpmax	     Poole ST2
-38.427914	92.321047	     Cpmax	     Poole ST2
-35.731914	86.799703	     Cpmax	     Poole ST2
-32.790914	80.962382	     Cpmax	     Poole ST2
-29.886823	76.832749	     Cpmax	     Poole ST2
-27.020839	74.367393	     Cpmax	     Poole ST2
-24.154855	72.036785	     Cpmax	     Poole ST2
-18.778616	72.582651	     Cpmax	     Poole ST2
-16.270557	75.375459	     Cpmax	     Poole ST2
-14.571515	82.329040	     Cpmax	     Poole ST2
-22.795781	73.886143	     Ktmin	     Poole ST2
-25.246781	78.279375	     Ktmin	     Poole ST2
-27.452781	82.348586	     Ktmin	     Poole ST2
-29.205690	87.108523	     Ktmin	     Poole ST2
-30.543616	94.057601	     Ktmin	     Poole ST2
-32.126541	101.583622	     Ktmin	     Poole ST2
-33.672557	107.664527	     Ktmin	     Poole ST2
-34.764483	114.367892	     Ktmin	     Poole ST2
-35.197424	122.721514	     Ktmin	     Poole ST2
-36.327358	131.129418	     Ktmin	     Poole ST2
-37.004260	140.133074	     Ktmin	     Poole ST2
-37.229150	149.706303	     Ktmin	     Poole ST2
-37.699041	159.884534	     Ktmin	     Poole ST2
79.912541	199.195390	     Ktmin	     Poole ST2
76.987420	192.312105	     Ktmin	     Poole ST2
73.611287	184.518016	     Ktmin	     Poole ST2
70.649177	178.895430	     Ktmin	     Poole ST2
67.480056	172.286547	     Ktmin	     Poole ST2
64.027946	167.043966	     Ktmin	     Poole ST2
60.575837	161.910847	     Ktmin	     Poole ST2
57.331739	157.939180	     Ktmin	     Poole ST2
54.087661	154.076976	     Ktmin	     Poole ST2
51.051575	151.375927	     Ktmin	     Poole ST2
47.562496	147.918764	     Ktmin	     Poole ST2
44.280420	145.649118	     Ktmin	     Poole ST2
40.791330	142.461829	     Ktmin	     Poole ST2
36.113225	139.279393	     Ktmin	     Poole ST2
33.775170	137.786401	     Ktmin	     Poole ST2
30.041090	135.273966	     Ktmin	     Poole ST2
26.722035	135.028893	     Ktmin	     Poole ST2
23.194949	133.895432	     Ktmin	     Poole ST2
19.837925	135.331624	     Ktmin	     Poole ST2
17.632925	138.112163	     Ktmin	     Poole ST2
26.468404	484.694898	      Tmax	     Poole ST2
28.051526	476.587449	      Tmax	     Poole ST2
29.427361	467.534870	      Tmax	     Poole ST2
31.047197	458.073903	      Tmax	     Poole ST2
32.667228	448.748245	      Tmax	     Poole ST2
34.533064	439.062745	      Tmax	     Poole ST2
36.191005	428.489843	      Tmax	     Poole ST2
37.885856	416.568131	      Tmax	     Poole ST2
38.845904	406.177085	      Tmax	     Poole ST2
40.465739	397.562237	      Tmax	     Poole ST2
41.180590	387.822280	      Tmax	     Poole ST2
42.311622	380.270788	      Tmax	     Poole ST2
43.271473	370.301484	      Tmax	     Poole ST2
44.023431	359.390436	      Tmax	     Poole ST2
44.775191	348.586959	      Tmax	     Poole ST2
45.773149	337.528074	      Tmax	     Poole ST2
46.279910	327.305287	      Tmax	     Poole ST2
47.031867	316.828577	      Tmax	     Poole ST2
47.331734	305.736024	      Tmax	     Poole ST2
47.876601	294.411373	      Tmax	     Poole ST2
47.968378	282.449303	      Tmax	     Poole ST2
47.815155	270.869268	      Tmax	     Poole ST2
47.907128	259.068782	      Tmax	     Poole ST2
47.753924	247.629305	      Tmax	     Poole ST2
47.354760	236.524866	      Tmax	     Poole ST2
46.956596	225.467398	      Tmax	     Poole ST2
46.558451	214.458131	      Tmax	     Poole ST2
45.499244	201.638999	      Tmax	     Poole ST2
44.441056	188.852238	      Tmax	     Poole ST2
43.173837	175.047980	      Tmax	     Poole ST2
40.794563	158.574739	      Tmax	     Poole ST2
37.509260	140.462147	      Tmax	     Poole ST2
34.565035	127.013582	      Tmax	     Poole ST2
31.582816	114.849934	      Tmax	     Poole ST2
28.317608	104.215773	      Tmax	     Poole ST2
24.563421	94.090148	      Tmax	     Poole ST2
21.016245	85.066015	      Tmax	     Poole ST2
17.639092	78.456915	      Tmax	     Poole ST2
14.261959	71.914295	      Tmax	     Poole ST2
11.054850	67.824353	      Tmax	     Poole ST2
7.848740	63.819749	      Tmax	     Poole ST2
4.396630	60.208004	      Tmax	     Poole ST2
1.152592	57.757322	      Tmax	     Poole ST2
-1.676483	57.519556	      Tmax	     Poole ST2
-5.203648	57.026584	      Tmax	     Poole ST2
-8.277722	57.389351	      Tmax	     Poole ST2
-11.841600	58.634367	      Tmax	     Poole ST2
-15.235690	62.567270	      Tmax	     Poole ST2
-18.384781	66.318944	      Tmax	     Poole ST2
-21.042674	69.417873	      Tmax	     Poole ST2
-22.795781	73.886143	      Tmin	     Poole ST2
-25.246781	78.279375	      Tmin	     Poole ST2
-27.452781	82.348586	      Tmin	     Poole ST2
-29.205690	87.108523	      Tmin	     Poole ST2
-30.543616	94.057601	      Tmin	     Poole ST2
-32.126541	101.583622	      Tmin	     Poole ST2
-33.672557	107.664527	      Tmin	     Poole ST2
-34.764483	114.367892	      Tmin	     Poole ST2
-35.197424	122.721514	      Tmin	     Poole ST2
-36.327358	131.129418	      Tmin	     Poole ST2
-37.004260	140.133074	      Tmin	     Poole ST2
-37.229150	149.706303	      Tmin	     Poole ST2
-37.699041	159.884534	      Tmin	     Poole ST2
