Temperature	Pressure	Property	Source Model
-42.159057	468.202122	      Tmin	     TSEOS TIP4P2005
-42.083002	469.639920	      Tmin	     TSEOS TIP4P2005
-42.006321	471.077385	      Tmin	     TSEOS TIP4P2005
-41.929014	472.514515	      Tmin	     TSEOS TIP4P2005
-41.851079	473.951311	      Tmin	     TSEOS TIP4P2005
-41.772532	475.387811	      Tmin	     TSEOS TIP4P2005
-41.693368	476.824007	      Tmin	     TSEOS TIP4P2005
-41.613589	478.259905	      Tmin	     TSEOS TIP4P2005
-41.533206	479.695538	      Tmin	     TSEOS TIP4P2005
-41.452218	481.130902	      Tmin	     TSEOS TIP4P2005
-41.370628	482.566008	      Tmin	     TSEOS TIP4P2005
-41.288440	484.000868	      Tmin	     TSEOS TIP4P2005
-41.205654	485.435486	      Tmin	     TSEOS TIP4P2005
-41.122276	486.869878	      Tmin	     TSEOS TIP4P2005
-41.038311	488.304059	      Tmin	     TSEOS TIP4P2005
-40.953758	489.738029	      Tmin	     TSEOS TIP4P2005
-40.868622	491.171806	      Tmin	     TSEOS TIP4P2005
-40.782905	492.605395	      Tmin	     TSEOS TIP4P2005
-40.696610	494.038805	      Tmin	     TSEOS TIP4P2005
-40.609741	495.472052	      Tmin	     TSEOS TIP4P2005
-40.522295	496.905130	      Tmin	     TSEOS TIP4P2005
-40.434284	498.338073	      Tmin	     TSEOS TIP4P2005
-40.345700	499.770862	      Tmin	     TSEOS TIP4P2005
-40.256556	501.203536	      Tmin	     TSEOS TIP4P2005
-40.166846	502.636080	      Tmin	     TSEOS TIP4P2005
-40.076575	504.068511	      Tmin	     TSEOS TIP4P2005
-39.985746	505.500839	      Tmin	     TSEOS TIP4P2005
-39.894364	506.933082	      Tmin	     TSEOS TIP4P2005
-39.802421	508.365219	      Tmin	     TSEOS TIP4P2005
-39.709929	509.797288	      Tmin	     TSEOS TIP4P2005
-39.616886	511.229287	      Tmin	     TSEOS TIP4P2005
-39.523292	512.661219	      Tmin	     TSEOS TIP4P2005
-39.429151	514.093095	      Tmin	     TSEOS TIP4P2005
-39.334473	515.524947	      Tmin	     TSEOS TIP4P2005
-39.239243	516.956741	      Tmin	     TSEOS TIP4P2005
-39.143472	518.388507	      Tmin	     TSEOS TIP4P2005
-39.047165	519.820260	      Tmin	     TSEOS TIP4P2005
-38.950320	521.252004	      Tmin	     TSEOS TIP4P2005
-38.852935	522.683732	      Tmin	     TSEOS TIP4P2005
-38.755018	524.115473	      Tmin	     TSEOS TIP4P2005
-38.656563	525.547214	      Tmin	     TSEOS TIP4P2005
-38.557576	526.978972	      Tmin	     TSEOS TIP4P2005
-38.458061	528.410766	      Tmin	     TSEOS TIP4P2005
-38.358013	529.842583	      Tmin	     TSEOS TIP4P2005
-38.257436	531.274439	      Tmin	     TSEOS TIP4P2005
-38.156327	532.706333	      Tmin	     TSEOS TIP4P2005
-38.054695	534.138288	      Tmin	     TSEOS TIP4P2005
-37.952538	535.570309	      Tmin	     TSEOS TIP4P2005
-37.849854	537.002391	      Tmin	     TSEOS TIP4P2005
-37.746642	538.434539	      Tmin	     TSEOS TIP4P2005
-37.642909	539.866773	      Tmin	     TSEOS TIP4P2005
-37.538657	541.299102	      Tmin	     TSEOS TIP4P2005
-37.433881	542.731521	      Tmin	     TSEOS TIP4P2005
-37.328582	544.164037	      Tmin	     TSEOS TIP4P2005
-37.222758	545.596648	      Tmin	     TSEOS TIP4P2005
-37.116425	547.029403	      Tmin	     TSEOS TIP4P2005
-37.009564	548.462252	      Tmin	     TSEOS TIP4P2005
-36.902187	549.895238	      Tmin	     TSEOS TIP4P2005
-36.794289	551.328351	      Tmin	     TSEOS TIP4P2005
-36.685873	552.761600	      Tmin	     TSEOS TIP4P2005
-36.576941	554.195002	      Tmin	     TSEOS TIP4P2005
-36.467487	555.628542	      Tmin	     TSEOS TIP4P2005
-36.357521	557.062255	      Tmin	     TSEOS TIP4P2005
-36.247033	558.496116	      Tmin	     TSEOS TIP4P2005
-36.136030	559.930152	      Tmin	     TSEOS TIP4P2005
-36.024508	561.364359	      Tmin	     TSEOS TIP4P2005
-35.912468	562.798741	      Tmin	     TSEOS TIP4P2005
-35.799912	564.233311	      Tmin	     TSEOS TIP4P2005
-35.686840	565.668080	      Tmin	     TSEOS TIP4P2005
-35.573247	567.103032	      Tmin	     TSEOS TIP4P2005
-35.459136	568.538188	      Tmin	     TSEOS TIP4P2005
-35.344510	569.973557	      Tmin	     TSEOS TIP4P2005
-35.229363	571.409131	      Tmin	     TSEOS TIP4P2005
-35.113699	572.844928	      Tmin	     TSEOS TIP4P2005
-34.997518	574.280953	      Tmin	     TSEOS TIP4P2005
-34.880811	575.717190	      Tmin	     TSEOS TIP4P2005
-34.763589	577.153672	      Tmin	     TSEOS TIP4P2005
-34.645844	578.590387	      Tmin	     TSEOS TIP4P2005
-34.527577	580.027343	      Tmin	     TSEOS TIP4P2005
-34.408790	581.464551	      Tmin	     TSEOS TIP4P2005
-34.289477	582.902002	      Tmin	     TSEOS TIP4P2005
-34.169643	584.339718	      Tmin	     TSEOS TIP4P2005
-34.049288	585.777706	      Tmin	     TSEOS TIP4P2005
-33.928403	587.215946	      Tmin	     TSEOS TIP4P2005
-33.806991	588.654456	      Tmin	     TSEOS TIP4P2005
-33.685059	590.093261	      Tmin	     TSEOS TIP4P2005
-33.562593	591.532329	      Tmin	     TSEOS TIP4P2005
-33.439603	592.971697	      Tmin	     TSEOS TIP4P2005
-33.316080	594.411347	      Tmin	     TSEOS TIP4P2005
-33.192028	595.851296	      Tmin	     TSEOS TIP4P2005
-33.067442	597.291539	      Tmin	     TSEOS TIP4P2005
-32.942322	598.732087	      Tmin	     TSEOS TIP4P2005
-32.816669	600.172946	      Tmin	     TSEOS TIP4P2005
-32.690478	601.614111	      Tmin	     TSEOS TIP4P2005
-32.563751	603.055598	      Tmin	     TSEOS TIP4P2005
-32.436482	604.497399	      Tmin	     TSEOS TIP4P2005
-32.308675	605.939529	      Tmin	     TSEOS TIP4P2005
-32.180323	607.381981	      Tmin	     TSEOS TIP4P2005
-32.051432	608.824776	      Tmin	     TSEOS TIP4P2005
-31.921992	610.267902	      Tmin	     TSEOS TIP4P2005
-31.792003	611.711361	      Tmin	     TSEOS TIP4P2005
-31.661472	613.155182	      Tmin	     TSEOS TIP4P2005
-31.530386	614.599341	      Tmin	     TSEOS TIP4P2005
-31.398749	616.043856	      Tmin	     TSEOS TIP4P2005
-31.266556	617.488723	      Tmin	     TSEOS TIP4P2005
-31.133807	618.933953	      Tmin	     TSEOS TIP4P2005
-31.000501	620.379549	      Tmin	     TSEOS TIP4P2005
-30.866632	621.825507	      Tmin	     TSEOS TIP4P2005
-30.732199	623.271831	      Tmin	     TSEOS TIP4P2005
-30.597203	624.718535	      Tmin	     TSEOS TIP4P2005
-30.461645	626.165631	      Tmin	     TSEOS TIP4P2005
-30.325510	627.613088	      Tmin	     TSEOS TIP4P2005
-30.188807	629.060941	      Tmin	     TSEOS TIP4P2005
-30.051530	630.509184	      Tmin	     TSEOS TIP4P2005
-29.913674	631.957814	      Tmin	     TSEOS TIP4P2005
-29.775242	633.406847	      Tmin	     TSEOS TIP4P2005
-29.636225	634.856268	      Tmin	     TSEOS TIP4P2005
-29.496626	636.306102	      Tmin	     TSEOS TIP4P2005
-29.356438	637.756336	      Tmin	     TSEOS TIP4P2005
-29.215661	639.206983	      Tmin	     TSEOS TIP4P2005
-29.074291	640.658037	      Tmin	     TSEOS TIP4P2005
-28.932326	642.109512	      Tmin	     TSEOS TIP4P2005
-28.789761	643.561401	      Tmin	     TSEOS TIP4P2005
-28.646594	645.013712	      Tmin	     TSEOS TIP4P2005
-28.502824	646.466453	      Tmin	     TSEOS TIP4P2005
-28.358445	647.919617	      Tmin	     TSEOS TIP4P2005
-28.213456	649.373214	      Tmin	     TSEOS TIP4P2005
-28.067851	650.827244	      Tmin	     TSEOS TIP4P2005
-27.921631	652.281716	      Tmin	     TSEOS TIP4P2005
-27.774788	653.736625	      Tmin	     TSEOS TIP4P2005
-27.627319	655.191972	      Tmin	     TSEOS TIP4P2005
-27.479224	656.647772	      Tmin	     TSEOS TIP4P2005
-27.330500	658.104028	      Tmin	     TSEOS TIP4P2005
-27.181135	659.560719	      Tmin	     TSEOS TIP4P2005
-27.031135	661.017876	      Tmin	     TSEOS TIP4P2005
-26.880491	662.475489	      Tmin	     TSEOS TIP4P2005
-26.729197	663.933555	      Tmin	     TSEOS TIP4P2005
-26.577254	665.392086	      Tmin	     TSEOS TIP4P2005
-26.424657	666.851086	      Tmin	     TSEOS TIP4P2005
-26.271400	668.310551	      Tmin	     TSEOS TIP4P2005
-26.117479	669.770486	      Tmin	     TSEOS TIP4P2005
-25.962893	671.230901	      Tmin	     TSEOS TIP4P2005
-25.807634	672.691789	      Tmin	     TSEOS TIP4P2005
-25.651698	674.153152	      Tmin	     TSEOS TIP4P2005
-25.495083	675.615004	      Tmin	     TSEOS TIP4P2005
-25.337782	677.077338	      Tmin	     TSEOS TIP4P2005
-25.179791	678.540159	      Tmin	     TSEOS TIP4P2005
-25.021105	680.003467	      Tmin	     TSEOS TIP4P2005
-24.861718	681.467263	      Tmin	     TSEOS TIP4P2005
-24.701629	682.931561	      Tmin	     TSEOS TIP4P2005
-24.540828	684.396348	      Tmin	     TSEOS TIP4P2005
-24.379314	685.861636	      Tmin	     TSEOS TIP4P2005
-24.217079	687.327425	      Tmin	     TSEOS TIP4P2005
-24.054118	688.793715	      Tmin	     TSEOS TIP4P2005
-23.890429	690.260519	      Tmin	     TSEOS TIP4P2005
-23.726002	691.727823	      Tmin	     TSEOS TIP4P2005
-23.560833	693.195639	      Tmin	     TSEOS TIP4P2005
-23.394917	694.663969	      Tmin	     TSEOS TIP4P2005
-23.228248	696.132813	      Tmin	     TSEOS TIP4P2005
-23.060820	697.602173	      Tmin	     TSEOS TIP4P2005
-22.892626	699.072051	      Tmin	     TSEOS TIP4P2005
-22.723662	700.542456	      Tmin	     TSEOS TIP4P2005
-22.553920	702.013380	      Tmin	     TSEOS TIP4P2005
-22.383396	703.484833	      Tmin	     TSEOS TIP4P2005
-22.212079	704.956810	      Tmin	     TSEOS TIP4P2005
-22.039967	706.429319	      Tmin	     TSEOS TIP4P2005
-21.867054	707.902366	      Tmin	     TSEOS TIP4P2005
-21.693326	709.375936	      Tmin	     TSEOS TIP4P2005
-21.518785	710.850050	      Tmin	     TSEOS TIP4P2005
-21.343417	712.324696	      Tmin	     TSEOS TIP4P2005
-21.167220	713.799889	      Tmin	     TSEOS TIP4P2005
-20.990183	715.275619	      Tmin	     TSEOS TIP4P2005
-20.812302	716.751898	      Tmin	     TSEOS TIP4P2005
-20.633564	718.228715	      Tmin	     TSEOS TIP4P2005
-20.453968	719.706086	      Tmin	     TSEOS TIP4P2005
-20.273501	721.184003	      Tmin	     TSEOS TIP4P2005
-20.092158	722.662472	      Tmin	     TSEOS TIP4P2005
-19.909931	724.141500	      Tmin	     TSEOS TIP4P2005
-19.726811	725.621084	      Tmin	     TSEOS TIP4P2005
-19.542788	727.101221	      Tmin	     TSEOS TIP4P2005
-19.357855	728.581918	      Tmin	     TSEOS TIP4P2005
-19.172004	730.063178	      Tmin	     TSEOS TIP4P2005
-18.985223	731.544994	      Tmin	     TSEOS TIP4P2005
-18.797505	733.027377	      Tmin	     TSEOS TIP4P2005
-18.608843	734.510331	      Tmin	     TSEOS TIP4P2005
-18.419224	735.993847	      Tmin	     TSEOS TIP4P2005
-18.228638	737.477930	      Tmin	     TSEOS TIP4P2005
-18.037080	738.962589	      Tmin	     TSEOS TIP4P2005
-17.844537	740.447824	      Tmin	     TSEOS TIP4P2005
-44.949639	200.376154	      Tmin	    Madrid TIP4P2005
-50.067642	276.472829	      Tmin	    Madrid TIP4P2005
-40.178230	321.875147	      Tmin	    Madrid TIP4P2005
-34.657404	368.066440	      Tmin	    Madrid TIP4P2005
-30.077668	420.175754	      Tmin	    Madrid TIP4P2005
-15.574599	707.401519	      Tmin	      Evan TIP4P2005
-15.602872	682.956505	      Tmin	      Evan TIP4P2005
-12.305466	676.714865	      Tmin	      Evan TIP4P2005
-14.311213	643.679416	      Tmin	      Evan TIP4P2005
-18.974083	585.857054	      Tmin	      Evan TIP4P2005
-31.094620	489.532738	      Tmin	      Evan TIP4P2005
-44.072526	348.181608	      Tmin	      Evan TIP4P2005
-41.341804	181.979788	      Tmin	      Evan TIP4P2005
0.000000	632.000000	     Widom	     TSEOS TIP4P2005
-0.000001	626.337430	     Widom	     TSEOS TIP4P2005
-0.000002	620.664662	     Widom	     TSEOS TIP4P2005
-0.000005	614.981727	     Widom	     TSEOS TIP4P2005
-0.000009	609.288654	     Widom	     TSEOS TIP4P2005
-0.000014	603.585473	     Widom	     TSEOS TIP4P2005
-0.000020	597.872207	     Widom	     TSEOS TIP4P2005
-0.000027	592.148882	     Widom	     TSEOS TIP4P2005
-0.000035	586.415517	     Widom	     TSEOS TIP4P2005
-0.000045	580.672132	     Widom	     TSEOS TIP4P2005
-0.000055	574.918744	     Widom	     TSEOS TIP4P2005
-0.000067	569.155369	     Widom	     TSEOS TIP4P2005
-0.000079	563.382019	     Widom	     TSEOS TIP4P2005
-0.000093	557.598706	     Widom	     TSEOS TIP4P2005
-0.000108	551.805438	     Widom	     TSEOS TIP4P2005
-0.000124	546.002222	     Widom	     TSEOS TIP4P2005
-0.000141	540.189063	     Widom	     TSEOS TIP4P2005
-0.000159	534.365964	     Widom	     TSEOS TIP4P2005
-0.000179	528.532925	     Widom	     TSEOS TIP4P2005
-0.000199	522.689945	     Widom	     TSEOS TIP4P2005
-0.000221	516.837021	     Widom	     TSEOS TIP4P2005
-0.000244	510.974148	     Widom	     TSEOS TIP4P2005
-0.000267	505.101317	     Widom	     TSEOS TIP4P2005
-0.000293	499.218520	     Widom	     TSEOS TIP4P2005
-0.000319	493.325745	     Widom	     TSEOS TIP4P2005
-0.000346	487.422978	     Widom	     TSEOS TIP4P2005
-0.000375	481.510204	     Widom	     TSEOS TIP4P2005
-0.000404	475.587405	     Widom	     TSEOS TIP4P2005
-0.000435	469.654561	     Widom	     TSEOS TIP4P2005
-0.000467	463.711650	     Widom	     TSEOS TIP4P2005
-0.000501	457.758648	     Widom	     TSEOS TIP4P2005
-0.000535	451.795529	     Widom	     TSEOS TIP4P2005
-0.000571	445.822265	     Widom	     TSEOS TIP4P2005
-0.000608	439.838826	     Widom	     TSEOS TIP4P2005
-0.000646	433.845178	     Widom	     TSEOS TIP4P2005
-0.000685	427.841287	     Widom	     TSEOS TIP4P2005
-0.000726	421.827117	     Widom	     TSEOS TIP4P2005
-0.000768	415.802628	     Widom	     TSEOS TIP4P2005
-0.000811	409.767779	     Widom	     TSEOS TIP4P2005
-0.000855	403.722527	     Widom	     TSEOS TIP4P2005
-0.000901	397.666825	     Widom	     TSEOS TIP4P2005
-0.000947	391.600626	     Widom	     TSEOS TIP4P2005
-0.000996	385.523879	     Widom	     TSEOS TIP4P2005
-0.001045	379.436532	     Widom	     TSEOS TIP4P2005
-0.001096	373.338530	     Widom	     TSEOS TIP4P2005
-0.001148	367.229814	     Widom	     TSEOS TIP4P2005
-0.001202	361.110327	     Widom	     TSEOS TIP4P2005
-0.001256	354.980005	     Widom	     TSEOS TIP4P2005
-0.001313	348.838783	     Widom	     TSEOS TIP4P2005
-0.001370	342.686595	     Widom	     TSEOS TIP4P2005
-0.001429	336.523371	     Widom	     TSEOS TIP4P2005
-0.001490	330.349038	     Widom	     TSEOS TIP4P2005
-0.001551	324.163523	     Widom	     TSEOS TIP4P2005
-0.001614	317.966746	     Widom	     TSEOS TIP4P2005
-0.001679	311.758629	     Widom	     TSEOS TIP4P2005
-0.001745	305.539089	     Widom	     TSEOS TIP4P2005
-0.001813	299.308039	     Widom	     TSEOS TIP4P2005
-0.001882	293.065392	     Widom	     TSEOS TIP4P2005
-0.001952	286.811056	     Widom	     TSEOS TIP4P2005
-0.002024	280.544937	     Widom	     TSEOS TIP4P2005
-0.002098	274.266938	     Widom	     TSEOS TIP4P2005
-0.002173	267.976960	     Widom	     TSEOS TIP4P2005
-0.002249	261.674898	     Widom	     TSEOS TIP4P2005
-0.002328	255.360648	     Widom	     TSEOS TIP4P2005
-0.002407	249.034099	     Widom	     TSEOS TIP4P2005
-0.002489	242.695139	     Widom	     TSEOS TIP4P2005
-0.002572	236.343652	     Widom	     TSEOS TIP4P2005
-0.002657	229.979520	     Widom	     TSEOS TIP4P2005
-0.002743	223.602619	     Widom	     TSEOS TIP4P2005
-0.002831	217.212824	     Widom	     TSEOS TIP4P2005
-0.002921	210.810004	     Widom	     TSEOS TIP4P2005
-0.003012	204.394028	     Widom	     TSEOS TIP4P2005
-0.003105	197.964757	     Widom	     TSEOS TIP4P2005
-0.003200	191.522051	     Widom	     TSEOS TIP4P2005
-0.003297	185.065766	     Widom	     TSEOS TIP4P2005
-0.003395	178.595753	     Widom	     TSEOS TIP4P2005
-0.003496	172.111860	     Widom	     TSEOS TIP4P2005
-0.003598	165.613929	     Widom	     TSEOS TIP4P2005
-0.003702	159.101800	     Widom	     TSEOS TIP4P2005
-0.003808	152.575308	     Widom	     TSEOS TIP4P2005
-0.003916	146.034282	     Widom	     TSEOS TIP4P2005
-0.004025	139.478549	     Widom	     TSEOS TIP4P2005
-0.004137	132.907929	     Widom	     TSEOS TIP4P2005
-0.004251	126.322240	     Widom	     TSEOS TIP4P2005
-0.004367	119.721291	     Widom	     TSEOS TIP4P2005
-0.004485	113.104889	     Widom	     TSEOS TIP4P2005
-0.004605	106.472836	     Widom	     TSEOS TIP4P2005
-0.004727	99.824927	     Widom	     TSEOS TIP4P2005
-0.004851	93.160953	     Widom	     TSEOS TIP4P2005
-0.004977	86.480698	     Widom	     TSEOS TIP4P2005
-0.005106	79.783941	     Widom	     TSEOS TIP4P2005
-0.005236	73.070454	     Widom	     TSEOS TIP4P2005
-0.005369	66.340006	     Widom	     TSEOS TIP4P2005
-0.005505	59.592356	     Widom	     TSEOS TIP4P2005
-0.005642	52.827259	     Widom	     TSEOS TIP4P2005
-0.005783	46.044461	     Widom	     TSEOS TIP4P2005
-0.005925	39.243704	     Widom	     TSEOS TIP4P2005
-0.006070	32.424720	     Widom	     TSEOS TIP4P2005
-0.006217	25.587237	     Widom	     TSEOS TIP4P2005
-0.006367	18.730972	     Widom	     TSEOS TIP4P2005
-0.006520	11.855636	     Widom	     TSEOS TIP4P2005
-0.006675	4.960933	     Widom	     TSEOS TIP4P2005
-0.006832	-1.953444	     Widom	     TSEOS TIP4P2005
-0.000000	632.000000	     Cpmax	     TSEOS TIP4P2005
-0.010090	626.306449	     Cpmax	     TSEOS TIP4P2005
-0.039137	620.543567	     Cpmax	     TSEOS TIP4P2005
-0.085364	614.715580	     Cpmax	     TSEOS TIP4P2005
-0.147069	608.826619	     Cpmax	     TSEOS TIP4P2005
-0.222639	602.880689	     Cpmax	     TSEOS TIP4P2005
-0.310557	596.881638	     Cpmax	     TSEOS TIP4P2005
-0.409400	590.833139	     Cpmax	     TSEOS TIP4P2005
-0.517848	584.738679	     Cpmax	     TSEOS TIP4P2005
-0.634676	578.601549	     Cpmax	     TSEOS TIP4P2005
-0.758757	572.424841	     Cpmax	     TSEOS TIP4P2005
-0.889056	566.211450	     Cpmax	     TSEOS TIP4P2005
-1.024628	559.964074	     Cpmax	     TSEOS TIP4P2005
-1.164611	553.685220	     Cpmax	     TSEOS TIP4P2005
-1.308224	547.377211	     Cpmax	     TSEOS TIP4P2005
-1.454758	541.042190	     Cpmax	     TSEOS TIP4P2005
-1.603577	534.682133	     Cpmax	     TSEOS TIP4P2005
-1.754107	528.298853	     Cpmax	     TSEOS TIP4P2005
-1.905835	521.894006	     Cpmax	     TSEOS TIP4P2005
-2.058305	515.469108	     Cpmax	     TSEOS TIP4P2005
-2.211109	509.025535	     Cpmax	     TSEOS TIP4P2005
-2.363889	502.564528	     Cpmax	     TSEOS TIP4P2005
-2.516330	496.087213	     Cpmax	     TSEOS TIP4P2005
-2.668157	489.594594	     Cpmax	     TSEOS TIP4P2005
-2.819131	483.087566	     Cpmax	     TSEOS TIP4P2005
-2.969049	476.566918	     Cpmax	     TSEOS TIP4P2005
-3.117740	470.033342	     Cpmax	     TSEOS TIP4P2005
-3.265060	463.487434	     Cpmax	     TSEOS TIP4P2005
-3.410895	456.929696	     Cpmax	     TSEOS TIP4P2005
-3.555152	450.360548	     Cpmax	     TSEOS TIP4P2005
-3.697767	443.780323	     Cpmax	     TSEOS TIP4P2005
-3.838695	437.189271	     Cpmax	     TSEOS TIP4P2005
-3.977911	430.587565	     Cpmax	     TSEOS TIP4P2005
-4.115413	423.975301	     Cpmax	     TSEOS TIP4P2005
-4.251213	417.352499	     Cpmax	     TSEOS TIP4P2005
-4.385347	410.719091	     Cpmax	     TSEOS TIP4P2005
-4.517864	404.074949	     Cpmax	     TSEOS TIP4P2005
-4.648828	397.419869	     Cpmax	     TSEOS TIP4P2005
-4.778328	390.753550	     Cpmax	     TSEOS TIP4P2005
-4.906461	384.075630	     Cpmax	     TSEOS TIP4P2005
-5.033340	377.385674	     Cpmax	     TSEOS TIP4P2005
-5.159110	370.683105	     Cpmax	     TSEOS TIP4P2005
-5.283876	363.967486	     Cpmax	     TSEOS TIP4P2005
-5.407898	357.237722	     Cpmax	     TSEOS TIP4P2005
-5.531287	350.493310	     Cpmax	     TSEOS TIP4P2005
-5.654276	343.733215	     Cpmax	     TSEOS TIP4P2005
-5.777086	336.956433	     Cpmax	     TSEOS TIP4P2005
-5.899970	330.161779	     Cpmax	     TSEOS TIP4P2005
-6.023203	323.347953	     Cpmax	     TSEOS TIP4P2005
-6.147093	316.513475	     Cpmax	     TSEOS TIP4P2005
-6.271974	309.656716	     Cpmax	     TSEOS TIP4P2005
-6.398218	302.775828	     Cpmax	     TSEOS TIP4P2005
-6.526241	295.868737	     Cpmax	     TSEOS TIP4P2005
-6.656494	288.933144	     Cpmax	     TSEOS TIP4P2005
-6.789497	281.966397	     Cpmax	     TSEOS TIP4P2005
-6.925830	274.965504	     Cpmax	     TSEOS TIP4P2005
-7.066144	267.927068	     Cpmax	     TSEOS TIP4P2005
-7.211189	260.847179	     Cpmax	     TSEOS TIP4P2005
-7.361822	253.721308	     Cpmax	     TSEOS TIP4P2005
-7.519041	246.544182	     Cpmax	     TSEOS TIP4P2005
-7.684014	239.309602	     Cpmax	     TSEOS TIP4P2005
-7.858125	232.010189	     Cpmax	     TSEOS TIP4P2005
-8.043037	224.637076	     Cpmax	     TSEOS TIP4P2005
-8.240775	217.179437	     Cpmax	     TSEOS TIP4P2005
-8.453850	209.623839	     Cpmax	     TSEOS TIP4P2005
-8.685440	201.953290	     Cpmax	     TSEOS TIP4P2005
-8.939647	194.145831	     Cpmax	     TSEOS TIP4P2005
-9.221950	186.172191	     Cpmax	     TSEOS TIP4P2005
-9.539897	177.992065	     Cpmax	     TSEOS TIP4P2005
-9.904396	169.547280	     Cpmax	     TSEOS TIP4P2005
-10.332169	160.748805	     Cpmax	     TSEOS TIP4P2005
-10.851199	151.447922	     Cpmax	     TSEOS TIP4P2005
-11.514974	141.360924	     Cpmax	     TSEOS TIP4P2005
-12.393307	130.108500	     Cpmax	     TSEOS TIP4P2005
-14.293728	113.454000	     Cpmax	     TSEOS TIP4P2005
-15.280790	107.190486	     Cpmax	     TSEOS TIP4P2005
-5.856562	447.443910	     Cpmax	    Madrid TIP4P2005
-10.045434	306.216177	     Cpmax	    Madrid TIP4P2005
-11.724832	233.498435	     Cpmax	    Madrid TIP4P2005
-16.309682	165.184826	     Cpmax	    Madrid TIP4P2005
-85.080221	454.205292	     Cpmin	     TSEOS TIP4P2005
-84.705709	448.476757	     Cpmin	     TSEOS TIP4P2005
-84.331350	442.750600	     Cpmin	     TSEOS TIP4P2005
-83.957009	437.027404	     Cpmin	     TSEOS TIP4P2005
-83.582460	431.308175	     Cpmin	     TSEOS TIP4P2005
-83.207522	425.593736	     Cpmin	     TSEOS TIP4P2005
-82.832058	419.884702	     Cpmin	     TSEOS TIP4P2005
-82.455850	414.182090	     Cpmin	     TSEOS TIP4P2005
-82.078729	408.486685	     Cpmin	     TSEOS TIP4P2005
-81.700510	402.799365	     Cpmin	     TSEOS TIP4P2005
-81.321015	397.120992	     Cpmin	     TSEOS TIP4P2005
-80.940067	391.452429	     Cpmin	     TSEOS TIP4P2005
-80.557482	385.794578	     Cpmin	     TSEOS TIP4P2005
-80.173073	380.148382	     Cpmin	     TSEOS TIP4P2005
-79.786658	374.514753	     Cpmin	     TSEOS TIP4P2005
-79.398076	368.894533	     Cpmin	     TSEOS TIP4P2005
-79.007119	363.288786	     Cpmin	     TSEOS TIP4P2005
-78.613608	357.698458	     Cpmin	     TSEOS TIP4P2005
-78.217363	352.124500	     Cpmin	     TSEOS TIP4P2005
-77.818179	346.568009	     Cpmin	     TSEOS TIP4P2005
-77.415903	341.029832	     Cpmin	     TSEOS TIP4P2005
-77.010313	335.511168	     Cpmin	     TSEOS TIP4P2005
-76.601233	330.013004	     Cpmin	     TSEOS TIP4P2005
-76.188457	324.536488	     Cpmin	     TSEOS TIP4P2005
-75.771807	319.082630	     Cpmin	     TSEOS TIP4P2005
-75.351074	313.652616	     Cpmin	     TSEOS TIP4P2005
-74.926063	308.247575	     Cpmin	     TSEOS TIP4P2005
-74.496578	302.868651	     Cpmin	     TSEOS TIP4P2005
-74.062406	297.517080	     Cpmin	     TSEOS TIP4P2005
-73.623348	292.194046	     Cpmin	     TSEOS TIP4P2005
-73.179191	286.900813	     Cpmin	     TSEOS TIP4P2005
-72.729731	281.638612	     Cpmin	     TSEOS TIP4P2005
-72.274752	276.408748	     Cpmin	     TSEOS TIP4P2005
-71.814039	271.212524	     Cpmin	     TSEOS TIP4P2005
-71.347373	266.051292	     Cpmin	     TSEOS TIP4P2005
-70.874535	260.926399	     Cpmin	     TSEOS TIP4P2005
-70.395303	255.839232	     Cpmin	     TSEOS TIP4P2005
-69.909450	250.791205	     Cpmin	     TSEOS TIP4P2005
-69.416742	245.783780	     Cpmin	     TSEOS TIP4P2005
-68.916963	240.818343	     Cpmin	     TSEOS TIP4P2005
-68.409867	235.896449	     Cpmin	     TSEOS TIP4P2005
-67.895226	231.019556	     Cpmin	     TSEOS TIP4P2005
-67.372802	226.189201	     Cpmin	     TSEOS TIP4P2005
-66.842354	221.406932	     Cpmin	     TSEOS TIP4P2005
-66.303642	216.674312	     Cpmin	     TSEOS TIP4P2005
-65.756425	211.992907	     Cpmin	     TSEOS TIP4P2005
-65.200462	207.364310	     Cpmin	     TSEOS TIP4P2005
-64.635516	202.790080	     Cpmin	     TSEOS TIP4P2005
-64.061321	198.271952	     Cpmin	     TSEOS TIP4P2005
-63.477660	193.811404	     Cpmin	     TSEOS TIP4P2005
-62.884273	189.410142	     Cpmin	     TSEOS TIP4P2005
-62.280917	185.069799	     Cpmin	     TSEOS TIP4P2005
-61.667350	180.791996	     Cpmin	     TSEOS TIP4P2005
-61.043334	176.578348	     Cpmin	     TSEOS TIP4P2005
-60.408626	172.430493	     Cpmin	     TSEOS TIP4P2005
-59.762993	168.350016	     Cpmin	     TSEOS TIP4P2005
-59.106191	164.338569	     Cpmin	     TSEOS TIP4P2005
-58.437998	160.397678	     Cpmin	     TSEOS TIP4P2005
-57.758177	156.528961	     Cpmin	     TSEOS TIP4P2005
-57.066502	152.733964	     Cpmin	     TSEOS TIP4P2005
-56.362750	149.014219	     Cpmin	     TSEOS TIP4P2005
-55.646703	145.371229	     Cpmin	     TSEOS TIP4P2005
-54.918142	141.806498	     Cpmin	     TSEOS TIP4P2005
-54.176853	138.321497	     Cpmin	     TSEOS TIP4P2005
-53.422619	134.917697	     Cpmin	     TSEOS TIP4P2005
