Temperature	Pressure	Property	Source	Model
-0.212399	0.816641	      Tmin	     TSEOS	 TIP4P2005
-0.211855	0.818317	      Tmin	     TSEOS	 TIP4P2005
-0.211308	0.819991	      Tmin	     TSEOS	 TIP4P2005
-0.210758	0.821662	      Tmin	     TSEOS	 TIP4P2005
-0.210206	0.823331	      Tmin	     TSEOS	 TIP4P2005
-0.209650	0.824998	      Tmin	     TSEOS	 TIP4P2005
-0.209092	0.826662	      Tmin	     TSEOS	 TIP4P2005
-0.208530	0.828325	      Tmin	     TSEOS	 TIP4P2005
-0.207966	0.829985	      Tmin	     TSEOS	 TIP4P2005
-0.207399	0.831643	      Tmin	     TSEOS	 TIP4P2005
-0.206829	0.833299	      Tmin	     TSEOS	 TIP4P2005
-0.206256	0.834953	      Tmin	     TSEOS	 TIP4P2005
-0.205681	0.836604	      Tmin	     TSEOS	 TIP4P2005
-0.205102	0.838254	      Tmin	     TSEOS	 TIP4P2005
-0.204521	0.839901	      Tmin	     TSEOS	 TIP4P2005
-0.203936	0.841546	      Tmin	     TSEOS	 TIP4P2005
-0.203349	0.843188	      Tmin	     TSEOS	 TIP4P2005
-0.202759	0.844829	      Tmin	     TSEOS	 TIP4P2005
-0.202166	0.846468	      Tmin	     TSEOS	 TIP4P2005
-0.201571	0.848104	      Tmin	     TSEOS	 TIP4P2005
-0.200972	0.849738	      Tmin	     TSEOS	 TIP4P2005
-0.200371	0.851370	      Tmin	     TSEOS	 TIP4P2005
-0.199767	0.853000	      Tmin	     TSEOS	 TIP4P2005
-0.199160	0.854628	      Tmin	     TSEOS	 TIP4P2005
-0.198550	0.856254	      Tmin	     TSEOS	 TIP4P2005
-0.197937	0.857877	      Tmin	     TSEOS	 TIP4P2005
-0.197321	0.859499	      Tmin	     TSEOS	 TIP4P2005
-0.196703	0.861118	      Tmin	     TSEOS	 TIP4P2005
-0.196082	0.862735	      Tmin	     TSEOS	 TIP4P2005
-0.195457	0.864351	      Tmin	     TSEOS	 TIP4P2005
-0.194830	0.865964	      Tmin	     TSEOS	 TIP4P2005
-0.194201	0.867575	      Tmin	     TSEOS	 TIP4P2005
-0.193568	0.869183	      Tmin	     TSEOS	 TIP4P2005
-0.192932	0.870790	      Tmin	     TSEOS	 TIP4P2005
-0.192294	0.872395	      Tmin	     TSEOS	 TIP4P2005
-0.191653	0.873998	      Tmin	     TSEOS	 TIP4P2005
-0.191009	0.875598	      Tmin	     TSEOS	 TIP4P2005
-0.190362	0.877197	      Tmin	     TSEOS	 TIP4P2005
-0.189712	0.878793	      Tmin	     TSEOS	 TIP4P2005
-0.189059	0.880387	      Tmin	     TSEOS	 TIP4P2005
-0.188404	0.881979	      Tmin	     TSEOS	 TIP4P2005
